row_id,base_model,variant_id,model,barrier_id,official_label,model_label,label_status,barrier_id_status,is_hallucinated,similarity,iteration,timestamp,truncated,condition,bias_type,anchor_level
BIAS_WORD_llama_generalist_00_b3_20250814_232951,llama,llama_generalist,generalist,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous (5),matched,correct_id,False,0.957,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist_00_b4_20250814_232951,llama,llama_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards) (6)",matched,correct_id,False,0.977,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist_00_b5_20250814_232951,llama,llama_generalist,generalist,5,lack of pilot projects,Lack of pilot projects (8),matched,correct_id,False,0.917,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist2_00_b1_20250814_232951,llama,llama_generalist2,generalist2,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,0.987,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist2_00_b2_20250814_232951,llama,llama_generalist2,generalist2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist2_00_b3_20250814_232951,llama,llama_generalist2,generalist2,3,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist2_00_b4_20250814_232951,llama,llama_generalist2,generalist2,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_generalist2_00_b5_20250814_232951,llama,llama_generalist2,generalist2,5,lack of pilot projects,Lack of pilot projects,matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_normative_00_b1_20250814_232951,llama,llama_normative,normative,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,0.987,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_normative_00_b2_20250814_232951,llama,llama_normative,normative,2,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_normative_00_b3_20250814_232951,llama,llama_normative,normative,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_normative_00_b4_20250814_232951,llama,llama_normative,normative,4,incompatibility of DC systems components,Incompatibility of DC systems components,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_normative_00_b5_20250814_232951,llama,llama_normative,normative,5,misconception and lack of knowledge leads to lengthy/expensive design and permit process,Misconceptions and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,0.994,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_normative2_00_b1_20250814_232951,llama,llama_normative2,normative2,1,,"Power losses, quality and safety issues: Losses can occur due to resistance or inefficiency in components, which may increase the cost of energy production in DC systems.",hallucinated_label,correct_id,True,0.373,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_normative2_00_b2_20250814_232951,llama,llama_normative2,normative2,2,,"Reduced reliability in DC devices: Compared to traditional AC systems, DC technologies might have less reliable devices that could cause equipment failure, leading to downtime and potential safety risks.",hallucinated_label,correct_id,True,0.312,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_normative2_00_b3_20250814_232951,llama,llama_normative2,normative2,3,,"Lack of use-cases where DC is advantageous: Some applications may not benefit from the advantages of DC systems, limiting their adoption and growth in these sectors.",hallucinated_label,correct_id,True,0.371,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_normative2_00_b4_20250814_232951,llama,llama_normative2,normative2,4,,"Uncertain utility interaction (net metering, utility ownership, and agreed standards): Conflicting interests between utilities and consumers could hinder the implementation of DC microgrids, affecting their economic viability.",hallucinated_label,correct_id,True,0.547,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_normative2_00_b5_20250814_232951,llama,llama_normative2,normative2,5,,Lack of pilot projects: Limited experience with DC systems may discourage adoption by potential users due to uncertainties about their feasibility and effectiveness in real-world scenarios.,hallucinated_label,correct_id,True,0.239,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_normative2_00_b6_20250814_232951,llama,llama_normative2,normative2,6,,"Public perception of DC and readiness to 'champion' installations from DC projects: Negative or skeptical public perception of DC technologies could make it challenging to gain acceptance and support for new installations, which require significant resources and investment.",hallucinated_label,correct_id,True,0.461,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_llama_subject_matter_00_b1_20250814_232951,llama,llama_subject_matter,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_subject_matter_00_b2_20250814_232951,llama,llama_subject_matter,subject_matter,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_subject_matter_00_b3_20250814_232951,llama,llama_subject_matter,subject_matter,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_subject_matter_00_b4_20250814_232951,llama,llama_subject_matter,subject_matter,4,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_subject_matter_00_b5_20250814_232951,llama,llama_subject_matter,subject_matter,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_subject_matter2_00_b1_20250814_232951,llama,llama_subject_matter2,subject_matter2,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,0.987,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_subject_matter2_00_b2_20250814_232951,llama,llama_subject_matter2,subject_matter2,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_subject_matter2_00_b3_20250814_232951,llama,llama_subject_matter2,subject_matter2,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_subject_matter2_00_b4_20250814_232951,llama,llama_subject_matter2,subject_matter2,4,lack of use-cases in which DC is advantageous,Lack of use-cases in which DC is advantageous,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_subject_matter2_00_b5_20250814_232951,llama,llama_subject_matter2,subject_matter2,5,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_llama_subject_matter2_00_b6_20250814_232951,llama,llama_subject_matter2,subject_matter2,6,incompatibility of DC systems components,Incompatibility of DC systems components,matched,wrong_id_matchable,False,1.0,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b1_20250814_232951,mistral,mistral_generalist,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b2_20250814_232951,mistral,mistral_generalist,generalist,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b3_20250814_232951,mistral,mistral_generalist,generalist,3,lack of use-cases in which DC is advantageous,lack of use-cases in which DC is advantageous,matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b4_20250814_232951,mistral,mistral_generalist,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b5_20250814_232951,mistral,mistral_generalist,generalist,5,lack of pilot projects,lack of pilot projects,matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b6_20250814_232951,mistral,mistral_generalist,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,correct_id,False,1.0,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b7_20250814_232951,mistral,mistral_generalist,generalist,7,,incompatibility of DC systems components (could not select this one as only five barriers were required),hallucinated_label,correct_id,True,0.556,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b8_20250814_232951,mistral,mistral_generalist,generalist,8,,misconception and lack of knowledge leads to lengthy/expensive design and permit process (could not select this one as only five barriers were required),hallucinated_label,correct_id,True,0.733,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b9_20250814_232951,mistral,mistral_generalist,generalist,9,,lack of enough trained personnel in DC systems (could not select this one as only five barriers were required),hallucinated_label,correct_id,True,0.59,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist_00_b10_20250814_232951,mistral,mistral_generalist,generalist,10,,uncertain regulatory roadmap (could not select this one as only five barriers were required),hallucinated_label,correct_id,True,0.467,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_00_b1_20250814_232951,mistral,mistral_generalist2,generalist2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_00_b2_20250814_232951,mistral,mistral_generalist2,generalist2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_00_b3_20250814_232951,mistral,mistral_generalist2,generalist2,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_00_b4_20250814_232951,mistral,mistral_generalist2,generalist2,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_generalist2_00_b5_20250814_232951,mistral,mistral_generalist2,generalist2,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative_00_b1_20250814_232951,mistral,mistral_normative,normative,1,"power losses, quality and safety issues","Power losses, quality, and safety issues",matched,correct_id,False,0.987,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative_00_b2_20250814_232951,mistral,mistral_normative,normative,2,reduced reliability in DC devices,Reduced reliability in DC devices,matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative_00_b3_20250814_232951,mistral,mistral_normative,normative,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","Uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative_00_b4_20250814_232951,mistral,mistral_normative,normative,4,lack of pilot projects,Lack of pilot projects,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative_00_b5_20250814_232951,mistral,mistral_normative,normative,5,public perception of DC and readiness to 'champion' installations from DC projects,Public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative2_00_b1_20250814_232951,mistral,mistral_normative2,normative2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative2_00_b2_20250814_232951,mistral,mistral_normative2,normative2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative2_00_b3_20250814_232951,mistral,mistral_normative2,normative2,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative2_00_b4_20250814_232951,mistral,mistral_normative2,normative2,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_normative2_00_b5_20250814_232951,mistral,mistral_normative2,normative2,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b1_20250814_232951,mistral,mistral_subject_matter,subject_matter,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b2_20250814_232951,mistral,mistral_subject_matter,subject_matter,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b3_20250814_232951,mistral,mistral_subject_matter,subject_matter,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b4_20250814_232951,mistral,mistral_subject_matter,subject_matter,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b5_20250814_232951,mistral,mistral_subject_matter,subject_matter,5,public perception of DC and readiness to 'champion' installations from DC projects,public perception of DC and readiness to 'champion' installations from DC projects,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b6_20250814_232951,mistral,mistral_subject_matter,subject_matter,6,incompatibility of DC systems components,incompatibility of DC systems components,matched,wrong_id_matchable,False,1.0,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b7_20250814_232951,mistral,mistral_subject_matter,subject_matter,7,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,1.0,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b8_20250814_232951,mistral,mistral_subject_matter,subject_matter,8,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,False,1.0,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter_00_b9_20250814_232951,mistral,mistral_subject_matter,subject_matter,9,,"uncertain regulatory roadmap (repeated, but I would prioritize other barriers first)",hallucinated_label,correct_id,True,0.5,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_00_b1_20250814_232951,mistral,mistral_subject_matter2,subject_matter2,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_00_b2_20250814_232951,mistral,mistral_subject_matter2,subject_matter2,2,reduced reliability in DC devices,reduced reliability in DC devices,matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_00_b3_20250814_232951,mistral,mistral_subject_matter2,subject_matter2,3,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_00_b4_20250814_232951,mistral,mistral_subject_matter2,subject_matter2,4,lack of pilot projects,lack of pilot projects,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_00_b5_20250814_232951,mistral,mistral_subject_matter2,subject_matter2,5,lack of enough trained personnel in DC systems,lack of enough trained personnel in DC systems,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_00_b6_20250814_232951,mistral,mistral_subject_matter2,subject_matter2,6,uncertain regulatory roadmap,uncertain regulatory roadmap,matched,wrong_id_matchable,False,1.0,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_00_b7_20250814_232951,mistral,mistral_subject_matter2,subject_matter2,7,,incompatibility of DC systems components (not selected due to duplication with barrier #9),hallucinated_label,correct_id,True,0.615,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_mistral_subject_matter2_00_b8_20250814_232951,mistral,mistral_subject_matter2,subject_matter2,8,,misconception and lack of knowledge leads to lengthy/expensive design and permit process (not selected due to duplication with barrier #8),hallucinated_label,correct_id,True,0.779,0,20250814_232951,yes,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_generalist_00_b1_20250814_232951,gemma3,gemma3_generalist,generalist,1,"power losses, quality and safety issues","power losses, quality and safety issues",matched,correct_id,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_generalist_00_b2_20250814_232951,gemma3,gemma3_generalist,generalist,2,"uncertain utility interaction (net metering, utility ownership, and agreed standards)","uncertain utility interaction (net metering, utility ownership, and agreed standards)",matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
BIAS_WORD_gemma3_generalist_00_b3_20250814_232951,gemma3,gemma3_generalist,generalist,3,misconception and lack of knowledge leads to lengthy/expensive design and permit process,misconception and lack of knowledge leads to lengthy/expensive design and permit process,matched,wrong_id_matchable,False,1.0,0,20250814_232951,no,BIASED,BIAS_WORD,
