row_id,variant_id,base_model,source,model,rating,label,iteration,condition
llama_subject-matter_00_20260628_224056,llama_subject-matter,llama,llm,subject-matter,3,Feasible,0,zeroshot
mistral_generalist_00_20260628_224056,mistral_generalist,mistral,llm,generalist,3,Feasible,0,zeroshot
mistral_normative_00_20260628_224056,mistral_normative,mistral,llm,normative,3,Feasible,0,zeroshot
mistral_subject-matter_00_20260628_224056,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,0,zeroshot
phi4_generalist_01_20260628_224201,phi4_generalist,phi4,llm,generalist,3,Feasible,1,zeroshot
phi4_normative_01_20260628_224201,phi4_normative,phi4,llm,normative,3,Feasible,1,zeroshot
phi4_subject-matter_01_20260628_224201,phi4_subject-matter,phi4,llm,subject-matter,4,Very feasible,1,zeroshot
gemma3_generalist_01_20260628_224201,gemma3_generalist,gemma3,llm,generalist,3,Feasible,1,zeroshot
gemma3_normative_01_20260628_224201,gemma3_normative,gemma3,llm,normative,3,Feasible,1,zeroshot
gemma3_subject-matter_01_20260628_224201,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,1,zeroshot
llama_generalist_01_20260628_224201,llama_generalist,llama,llm,generalist,3,Feasible,1,zeroshot
llama_normative_01_20260628_224201,llama_normative,llama,llm,normative,3,Feasible,1,zeroshot
llama_subject-matter_01_20260628_224201,llama_subject-matter,llama,llm,subject-matter,3,Feasible,1,zeroshot
mistral_generalist_01_20260628_224201,mistral_generalist,mistral,llm,generalist,3,Feasible,1,zeroshot
mistral_normative_01_20260628_224201,mistral_normative,mistral,llm,normative,3,Feasible,1,zeroshot
mistral_subject-matter_01_20260628_224201,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,1,zeroshot
phi4_generalist_02_20260628_224306,phi4_generalist,phi4,llm,generalist,3,Feasible,2,zeroshot
phi4_normative_02_20260628_224306,phi4_normative,phi4,llm,normative,3,Feasible,2,zeroshot
phi4_subject-matter_02_20260628_224306,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,2,zeroshot
gemma3_generalist_02_20260628_224306,gemma3_generalist,gemma3,llm,generalist,3,Feasible,2,zeroshot
gemma3_normative_02_20260628_224306,gemma3_normative,gemma3,llm,normative,3,Feasible,2,zeroshot
gemma3_subject-matter_02_20260628_224306,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,2,zeroshot
llama_generalist_02_20260628_224306,llama_generalist,llama,llm,generalist,3,Feasible,2,zeroshot
llama_normative_02_20260628_224306,llama_normative,llama,llm,normative,2,Somewhat feasible,2,zeroshot
llama_subject-matter_02_20260628_224306,llama_subject-matter,llama,llm,subject-matter,2,Somewhat feasible,2,zeroshot
mistral_generalist_02_20260628_224306,mistral_generalist,mistral,llm,generalist,3,Feasible,2,zeroshot
mistral_normative_02_20260628_224306,mistral_normative,mistral,llm,normative,3,Feasible,2,zeroshot
mistral_subject-matter_02_20260628_224306,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,2,zeroshot
phi4_generalist_03_20260628_224414,phi4_generalist,phi4,llm,generalist,3,Feasible,3,zeroshot
phi4_normative_03_20260628_224414,phi4_normative,phi4,llm,normative,3,Feasible,3,zeroshot
phi4_subject-matter_03_20260628_224414,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,3,zeroshot
gemma3_generalist_03_20260628_224414,gemma3_generalist,gemma3,llm,generalist,3,Feasible,3,zeroshot
gemma3_normative_03_20260628_224414,gemma3_normative,gemma3,llm,normative,3,Feasible,3,zeroshot
gemma3_subject-matter_03_20260628_224414,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,3,zeroshot
llama_generalist_03_20260628_224414,llama_generalist,llama,llm,generalist,2,Somewhat feasible,3,zeroshot
llama_normative_03_20260628_224414,llama_normative,llama,llm,normative,4,Very feasible,3,zeroshot
llama_subject-matter_03_20260628_224414,llama_subject-matter,llama,llm,subject-matter,2,Somewhat feasible,3,zeroshot
mistral_generalist_03_20260628_224414,mistral_generalist,mistral,llm,generalist,3,Feasible,3,zeroshot
mistral_normative_03_20260628_224414,mistral_normative,mistral,llm,normative,3,Feasible,3,zeroshot
mistral_subject-matter_03_20260628_224414,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,3,zeroshot
phi4_generalist_04_20260628_224519,phi4_generalist,phi4,llm,generalist,4,Very feasible,4,zeroshot
phi4_normative_04_20260628_224519,phi4_normative,phi4,llm,normative,3,Feasible,4,zeroshot
phi4_subject-matter_04_20260628_224519,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,4,zeroshot
gemma3_generalist_04_20260628_224519,gemma3_generalist,gemma3,llm,generalist,3,Feasible,4,zeroshot
gemma3_normative_04_20260628_224519,gemma3_normative,gemma3,llm,normative,3,Feasible,4,zeroshot
gemma3_subject-matter_04_20260628_224519,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,4,zeroshot
llama_generalist_04_20260628_224519,llama_generalist,llama,llm,generalist,3,Feasible,4,zeroshot
llama_normative_04_20260628_224519,llama_normative,llama,llm,normative,3,Feasible,4,zeroshot
llama_subject-matter_04_20260628_224519,llama_subject-matter,llama,llm,subject-matter,2,Somewhat feasible,4,zeroshot
mistral_generalist_04_20260628_224519,mistral_generalist,mistral,llm,generalist,3,Feasible,4,zeroshot
mistral_normative_04_20260628_224519,mistral_normative,mistral,llm,normative,3,Feasible,4,zeroshot
mistral_subject-matter_04_20260628_224519,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,4,zeroshot
phi4_generalist_05_20260628_224626,phi4_generalist,phi4,llm,generalist,4,Very feasible,5,zeroshot
phi4_normative_05_20260628_224626,phi4_normative,phi4,llm,normative,3,Feasible,5,zeroshot
phi4_subject-matter_05_20260628_224626,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,5,zeroshot
gemma3_generalist_05_20260628_224626,gemma3_generalist,gemma3,llm,generalist,3,Feasible,5,zeroshot
gemma3_normative_05_20260628_224626,gemma3_normative,gemma3,llm,normative,3,Feasible,5,zeroshot
gemma3_subject-matter_05_20260628_224626,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,5,zeroshot
llama_generalist_05_20260628_224626,llama_generalist,llama,llm,generalist,3,Feasible,5,zeroshot
llama_normative_05_20260628_224626,llama_normative,llama,llm,normative,4,Very feasible,5,zeroshot
llama_subject-matter_05_20260628_224626,llama_subject-matter,llama,llm,subject-matter,3,Feasible,5,zeroshot
mistral_generalist_05_20260628_224626,mistral_generalist,mistral,llm,generalist,3,Feasible,5,zeroshot
mistral_normative_05_20260628_224626,mistral_normative,mistral,llm,normative,3,Feasible,5,zeroshot
mistral_subject-matter_05_20260628_224626,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,5,zeroshot
phi4_generalist_06_20260628_224729,phi4_generalist,phi4,llm,generalist,3,Feasible,6,zeroshot
phi4_normative_06_20260628_224729,phi4_normative,phi4,llm,normative,3,Feasible,6,zeroshot
phi4_subject-matter_06_20260628_224729,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,6,zeroshot
gemma3_generalist_06_20260628_224729,gemma3_generalist,gemma3,llm,generalist,3,Feasible,6,zeroshot
gemma3_normative_06_20260628_224729,gemma3_normative,gemma3,llm,normative,3,Feasible,6,zeroshot
gemma3_subject-matter_06_20260628_224729,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,6,zeroshot
llama_generalist_06_20260628_224729,llama_generalist,llama,llm,generalist,3,Feasible,6,zeroshot
llama_normative_06_20260628_224729,llama_normative,llama,llm,normative,2,Somewhat feasible,6,zeroshot
llama_subject-matter_06_20260628_224729,llama_subject-matter,llama,llm,subject-matter,3,Feasible,6,zeroshot
mistral_generalist_06_20260628_224729,mistral_generalist,mistral,llm,generalist,3,Feasible,6,zeroshot
mistral_normative_06_20260628_224729,mistral_normative,mistral,llm,normative,3,Feasible,6,zeroshot
mistral_subject-matter_06_20260628_224729,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,6,zeroshot
phi4_generalist_07_20260628_224838,phi4_generalist,phi4,llm,generalist,3,Feasible,7,zeroshot
phi4_normative_07_20260628_224838,phi4_normative,phi4,llm,normative,4,Very feasible,7,zeroshot
phi4_subject-matter_07_20260628_224838,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,7,zeroshot
gemma3_generalist_07_20260628_224838,gemma3_generalist,gemma3,llm,generalist,3,Feasible,7,zeroshot
gemma3_normative_07_20260628_224838,gemma3_normative,gemma3,llm,normative,3,Feasible,7,zeroshot
gemma3_subject-matter_07_20260628_224838,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,7,zeroshot
llama_generalist_07_20260628_224838,llama_generalist,llama,llm,generalist,3,Feasible,7,zeroshot
llama_normative_07_20260628_224838,llama_normative,llama,llm,normative,3,Feasible,7,zeroshot
llama_subject-matter_07_20260628_224838,llama_subject-matter,llama,llm,subject-matter,3,Feasible,7,zeroshot
mistral_generalist_07_20260628_224838,mistral_generalist,mistral,llm,generalist,3,Feasible,7,zeroshot
mistral_normative_07_20260628_224838,mistral_normative,mistral,llm,normative,3,Feasible,7,zeroshot
mistral_subject-matter_07_20260628_224838,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,7,zeroshot
phi4_generalist_08_20260628_224942,phi4_generalist,phi4,llm,generalist,3,Feasible,8,zeroshot
phi4_normative_08_20260628_224942,phi4_normative,phi4,llm,normative,3,Feasible,8,zeroshot
phi4_subject-matter_08_20260628_224942,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,8,zeroshot
gemma3_generalist_08_20260628_224942,gemma3_generalist,gemma3,llm,generalist,3,Feasible,8,zeroshot
gemma3_normative_08_20260628_224942,gemma3_normative,gemma3,llm,normative,3,Feasible,8,zeroshot
gemma3_subject-matter_08_20260628_224942,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,8,zeroshot
llama_generalist_08_20260628_224942,llama_generalist,llama,llm,generalist,2,Somewhat feasible,8,zeroshot
llama_normative_08_20260628_224942,llama_normative,llama,llm,normative,4,Very feasible,8,zeroshot
llama_subject-matter_08_20260628_224942,llama_subject-matter,llama,llm,subject-matter,3,Feasible,8,zeroshot
mistral_generalist_08_20260628_224942,mistral_generalist,mistral,llm,generalist,3,Feasible,8,zeroshot
mistral_normative_08_20260628_224942,mistral_normative,mistral,llm,normative,3,Feasible,8,zeroshot
mistral_subject-matter_08_20260628_224942,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,8,zeroshot
phi4_generalist_09_20260628_225045,phi4_generalist,phi4,llm,generalist,3,Feasible,9,zeroshot
phi4_normative_09_20260628_225045,phi4_normative,phi4,llm,normative,4,Very feasible,9,zeroshot
phi4_subject-matter_09_20260628_225045,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,9,zeroshot
gemma3_generalist_09_20260628_225045,gemma3_generalist,gemma3,llm,generalist,3,Feasible,9,zeroshot
gemma3_normative_09_20260628_225045,gemma3_normative,gemma3,llm,normative,3,Feasible,9,zeroshot
gemma3_subject-matter_09_20260628_225045,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,9,zeroshot
llama_generalist_09_20260628_225045,llama_generalist,llama,llm,generalist,4,Very feasible,9,zeroshot
llama_normative_09_20260628_225045,llama_normative,llama,llm,normative,4,Very feasible,9,zeroshot
llama_subject-matter_09_20260628_225045,llama_subject-matter,llama,llm,subject-matter,3,Feasible,9,zeroshot
mistral_generalist_09_20260628_225045,mistral_generalist,mistral,llm,generalist,3,Feasible,9,zeroshot
mistral_normative_09_20260628_225045,mistral_normative,mistral,llm,normative,3,Feasible,9,zeroshot
mistral_subject-matter_09_20260628_225045,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,9,zeroshot
phi4_generalist_10_20260628_225156,phi4_generalist,phi4,llm,generalist,3,Feasible,10,zeroshot
phi4_normative_10_20260628_225156,phi4_normative,phi4,llm,normative,3,Feasible,10,zeroshot
phi4_subject-matter_10_20260628_225156,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,10,zeroshot
gemma3_generalist_10_20260628_225156,gemma3_generalist,gemma3,llm,generalist,3,Feasible,10,zeroshot
gemma3_normative_10_20260628_225156,gemma3_normative,gemma3,llm,normative,3,Feasible,10,zeroshot
gemma3_subject-matter_10_20260628_225156,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,10,zeroshot
llama_generalist_10_20260628_225156,llama_generalist,llama,llm,generalist,3,Feasible,10,zeroshot
llama_normative_10_20260628_225156,llama_normative,llama,llm,normative,3,Feasible,10,zeroshot
llama_subject-matter_10_20260628_225156,llama_subject-matter,llama,llm,subject-matter,3,Feasible,10,zeroshot
mistral_generalist_10_20260628_225156,mistral_generalist,mistral,llm,generalist,3,Feasible,10,zeroshot
mistral_normative_10_20260628_225156,mistral_normative,mistral,llm,normative,3,Feasible,10,zeroshot
mistral_subject-matter_10_20260628_225156,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,10,zeroshot
phi4_generalist_11_20260628_225301,phi4_generalist,phi4,llm,generalist,3,Feasible,11,zeroshot
phi4_normative_11_20260628_225301,phi4_normative,phi4,llm,normative,3,Feasible,11,zeroshot
phi4_subject-matter_11_20260628_225301,phi4_subject-matter,phi4,llm,subject-matter,4,Very feasible,11,zeroshot
gemma3_generalist_11_20260628_225301,gemma3_generalist,gemma3,llm,generalist,3,Feasible,11,zeroshot
gemma3_normative_11_20260628_225301,gemma3_normative,gemma3,llm,normative,3,Feasible,11,zeroshot
gemma3_subject-matter_11_20260628_225301,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,11,zeroshot
llama_generalist_11_20260628_225301,llama_generalist,llama,llm,generalist,3,Feasible,11,zeroshot
llama_normative_11_20260628_225301,llama_normative,llama,llm,normative,4,Very feasible,11,zeroshot
llama_subject-matter_11_20260628_225301,llama_subject-matter,llama,llm,subject-matter,4,Very feasible,11,zeroshot
mistral_generalist_11_20260628_225301,mistral_generalist,mistral,llm,generalist,3,Feasible,11,zeroshot
mistral_normative_11_20260628_225301,mistral_normative,mistral,llm,normative,3,Feasible,11,zeroshot
mistral_subject-matter_11_20260628_225301,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,11,zeroshot
phi4_generalist_12_20260628_225404,phi4_generalist,phi4,llm,generalist,3,Feasible,12,zeroshot
phi4_normative_12_20260628_225404,phi4_normative,phi4,llm,normative,3,Feasible,12,zeroshot
phi4_subject-matter_12_20260628_225404,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,12,zeroshot
gemma3_generalist_12_20260628_225404,gemma3_generalist,gemma3,llm,generalist,3,Feasible,12,zeroshot
gemma3_normative_12_20260628_225404,gemma3_normative,gemma3,llm,normative,3,Feasible,12,zeroshot
gemma3_subject-matter_12_20260628_225404,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,12,zeroshot
llama_generalist_12_20260628_225404,llama_generalist,llama,llm,generalist,2,Somewhat feasible,12,zeroshot
llama_normative_12_20260628_225404,llama_normative,llama,llm,normative,3,Feasible,12,zeroshot
llama_subject-matter_12_20260628_225404,llama_subject-matter,llama,llm,subject-matter,3,Feasible,12,zeroshot
mistral_generalist_12_20260628_225404,mistral_generalist,mistral,llm,generalist,3,Feasible,12,zeroshot
mistral_normative_12_20260628_225404,mistral_normative,mistral,llm,normative,3,Feasible,12,zeroshot
mistral_subject-matter_12_20260628_225404,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,12,zeroshot
phi4_generalist_13_20260628_225514,phi4_generalist,phi4,llm,generalist,3,Feasible,13,zeroshot
phi4_normative_13_20260628_225514,phi4_normative,phi4,llm,normative,3,Feasible,13,zeroshot
phi4_subject-matter_13_20260628_225514,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,13,zeroshot
gemma3_generalist_13_20260628_225514,gemma3_generalist,gemma3,llm,generalist,3,Feasible,13,zeroshot
gemma3_normative_13_20260628_225514,gemma3_normative,gemma3,llm,normative,3,Feasible,13,zeroshot
gemma3_subject-matter_13_20260628_225514,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,13,zeroshot
llama_generalist_13_20260628_225514,llama_generalist,llama,llm,generalist,3,Feasible,13,zeroshot
llama_normative_13_20260628_225514,llama_normative,llama,llm,normative,2,Somewhat feasible,13,zeroshot
llama_subject-matter_13_20260628_225514,llama_subject-matter,llama,llm,subject-matter,3,Feasible,13,zeroshot
mistral_generalist_13_20260628_225514,mistral_generalist,mistral,llm,generalist,3,Feasible,13,zeroshot
mistral_normative_13_20260628_225514,mistral_normative,mistral,llm,normative,3,Feasible,13,zeroshot
mistral_subject-matter_13_20260628_225514,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,13,zeroshot
phi4_generalist_14_20260628_225620,phi4_generalist,phi4,llm,generalist,3,Feasible,14,zeroshot
phi4_normative_14_20260628_225620,phi4_normative,phi4,llm,normative,3,Feasible,14,zeroshot
phi4_subject-matter_14_20260628_225620,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,14,zeroshot
gemma3_generalist_14_20260628_225620,gemma3_generalist,gemma3,llm,generalist,3,Feasible,14,zeroshot
gemma3_normative_14_20260628_225620,gemma3_normative,gemma3,llm,normative,3,Feasible,14,zeroshot
gemma3_subject-matter_14_20260628_225620,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,14,zeroshot
llama_generalist_14_20260628_225620,llama_generalist,llama,llm,generalist,1,Not feasible,14,zeroshot
llama_normative_14_20260628_225620,llama_normative,llama,llm,normative,3,Feasible,14,zeroshot
llama_subject-matter_14_20260628_225620,llama_subject-matter,llama,llm,subject-matter,3,Feasible,14,zeroshot
mistral_generalist_14_20260628_225620,mistral_generalist,mistral,llm,generalist,3,Feasible,14,zeroshot
mistral_normative_14_20260628_225620,mistral_normative,mistral,llm,normative,3,Feasible,14,zeroshot
mistral_subject-matter_14_20260628_225620,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,14,zeroshot
phi4_generalist_15_20260628_225724,phi4_generalist,phi4,llm,generalist,3,Feasible,15,zeroshot
phi4_normative_15_20260628_225724,phi4_normative,phi4,llm,normative,3,Feasible,15,zeroshot
phi4_subject-matter_15_20260628_225724,phi4_subject-matter,phi4,llm,subject-matter,4,Very feasible,15,zeroshot
gemma3_generalist_15_20260628_225724,gemma3_generalist,gemma3,llm,generalist,3,Feasible,15,zeroshot
gemma3_normative_15_20260628_225724,gemma3_normative,gemma3,llm,normative,3,Feasible,15,zeroshot
gemma3_subject-matter_15_20260628_225724,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,15,zeroshot
llama_generalist_15_20260628_225724,llama_generalist,llama,llm,generalist,3,Feasible,15,zeroshot
llama_normative_15_20260628_225724,llama_normative,llama,llm,normative,2,Somewhat feasible,15,zeroshot
llama_subject-matter_15_20260628_225724,llama_subject-matter,llama,llm,subject-matter,4,Very feasible,15,zeroshot
mistral_generalist_15_20260628_225724,mistral_generalist,mistral,llm,generalist,3,Feasible,15,zeroshot
mistral_normative_15_20260628_225724,mistral_normative,mistral,llm,normative,3,Feasible,15,zeroshot
mistral_subject-matter_15_20260628_225724,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,15,zeroshot
phi4_generalist_16_20260628_225832,phi4_generalist,phi4,llm,generalist,3,Feasible,16,zeroshot
phi4_normative_16_20260628_225832,phi4_normative,phi4,llm,normative,3,Feasible,16,zeroshot
phi4_subject-matter_16_20260628_225832,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,16,zeroshot
gemma3_generalist_16_20260628_225832,gemma3_generalist,gemma3,llm,generalist,3,Feasible,16,zeroshot
gemma3_normative_16_20260628_225832,gemma3_normative,gemma3,llm,normative,3,Feasible,16,zeroshot
gemma3_subject-matter_16_20260628_225832,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,16,zeroshot
llama_generalist_16_20260628_225832,llama_generalist,llama,llm,generalist,3,Feasible,16,zeroshot
llama_normative_16_20260628_225832,llama_normative,llama,llm,normative,3,Feasible,16,zeroshot
llama_subject-matter_16_20260628_225832,llama_subject-matter,llama,llm,subject-matter,3,Feasible,16,zeroshot
mistral_generalist_16_20260628_225832,mistral_generalist,mistral,llm,generalist,3,Feasible,16,zeroshot
mistral_normative_16_20260628_225832,mistral_normative,mistral,llm,normative,3,Feasible,16,zeroshot
mistral_subject-matter_16_20260628_225832,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,16,zeroshot
phi4_generalist_17_20260628_225936,phi4_generalist,phi4,llm,generalist,3,Feasible,17,zeroshot
phi4_normative_17_20260628_225936,phi4_normative,phi4,llm,normative,3,Feasible,17,zeroshot
phi4_subject-matter_17_20260628_225936,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,17,zeroshot
gemma3_generalist_17_20260628_225936,gemma3_generalist,gemma3,llm,generalist,3,Feasible,17,zeroshot
gemma3_normative_17_20260628_225936,gemma3_normative,gemma3,llm,normative,3,Feasible,17,zeroshot
gemma3_subject-matter_17_20260628_225936,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,17,zeroshot
llama_generalist_17_20260628_225936,llama_generalist,llama,llm,generalist,2,Somewhat feasible,17,zeroshot
llama_normative_17_20260628_225936,llama_normative,llama,llm,normative,3,Feasible,17,zeroshot
llama_subject-matter_17_20260628_225936,llama_subject-matter,llama,llm,subject-matter,2,Somewhat feasible,17,zeroshot
mistral_generalist_17_20260628_225936,mistral_generalist,mistral,llm,generalist,3,Feasible,17,zeroshot
mistral_normative_17_20260628_225936,mistral_normative,mistral,llm,normative,3,Feasible,17,zeroshot
mistral_subject-matter_17_20260628_225936,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,17,zeroshot
phi4_generalist_18_20260628_230042,phi4_generalist,phi4,llm,generalist,3,Feasible,18,zeroshot
phi4_normative_18_20260628_230042,phi4_normative,phi4,llm,normative,3,Feasible,18,zeroshot
phi4_subject-matter_18_20260628_230042,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,18,zeroshot
gemma3_generalist_18_20260628_230042,gemma3_generalist,gemma3,llm,generalist,3,Feasible,18,zeroshot
gemma3_normative_18_20260628_230042,gemma3_normative,gemma3,llm,normative,3,Feasible,18,zeroshot
gemma3_subject-matter_18_20260628_230042,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,18,zeroshot
llama_generalist_18_20260628_230042,llama_generalist,llama,llm,generalist,2,Somewhat feasible,18,zeroshot
llama_normative_18_20260628_230042,llama_normative,llama,llm,normative,3,Feasible,18,zeroshot
llama_subject-matter_18_20260628_230042,llama_subject-matter,llama,llm,subject-matter,3,Feasible,18,zeroshot
mistral_generalist_18_20260628_230042,mistral_generalist,mistral,llm,generalist,3,Feasible,18,zeroshot
mistral_normative_18_20260628_230042,mistral_normative,mistral,llm,normative,3,Feasible,18,zeroshot
mistral_subject-matter_18_20260628_230042,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,18,zeroshot
phi4_generalist_19_20260628_230144,phi4_generalist,phi4,llm,generalist,3,Feasible,19,zeroshot
phi4_normative_19_20260628_230144,phi4_normative,phi4,llm,normative,3,Feasible,19,zeroshot
phi4_subject-matter_19_20260628_230144,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,19,zeroshot
gemma3_generalist_19_20260628_230144,gemma3_generalist,gemma3,llm,generalist,3,Feasible,19,zeroshot
gemma3_normative_19_20260628_230144,gemma3_normative,gemma3,llm,normative,3,Feasible,19,zeroshot
gemma3_subject-matter_19_20260628_230144,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,19,zeroshot
llama_generalist_19_20260628_230144,llama_generalist,llama,llm,generalist,3,Feasible,19,zeroshot
llama_normative_19_20260628_230144,llama_normative,llama,llm,normative,3,Feasible,19,zeroshot
llama_subject-matter_19_20260628_230144,llama_subject-matter,llama,llm,subject-matter,3,Feasible,19,zeroshot
mistral_generalist_19_20260628_230144,mistral_generalist,mistral,llm,generalist,3,Feasible,19,zeroshot
mistral_normative_19_20260628_230144,mistral_normative,mistral,llm,normative,3,Feasible,19,zeroshot
mistral_subject-matter_19_20260628_230144,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,19,zeroshot
phi4_generalist_20_20260628_230247,phi4_generalist,phi4,llm,generalist,3,Feasible,20,zeroshot
phi4_normative_20_20260628_230247,phi4_normative,phi4,llm,normative,3,Feasible,20,zeroshot
phi4_subject-matter_20_20260628_230247,phi4_subject-matter,phi4,llm,subject-matter,3,Feasible,20,zeroshot
gemma3_generalist_20_20260628_230247,gemma3_generalist,gemma3,llm,generalist,3,Feasible,20,zeroshot
gemma3_normative_20_20260628_230247,gemma3_normative,gemma3,llm,normative,3,Feasible,20,zeroshot
gemma3_subject-matter_20_20260628_230247,gemma3_subject-matter,gemma3,llm,subject-matter,3,Feasible,20,zeroshot
llama_generalist_20_20260628_230247,llama_generalist,llama,llm,generalist,3,Feasible,20,zeroshot
llama_normative_20_20260628_230247,llama_normative,llama,llm,normative,3,Feasible,20,zeroshot
llama_subject-matter_20_20260628_230247,llama_subject-matter,llama,llm,subject-matter,3,Feasible,20,zeroshot
mistral_generalist_20_20260628_230247,mistral_generalist,mistral,llm,generalist,3,Feasible,20,zeroshot
mistral_normative_20_20260628_230247,mistral_normative,mistral,llm,normative,3,Feasible,20,zeroshot
mistral_subject-matter_20_20260628_230247,mistral_subject-matter,mistral,llm,subject-matter,3,Feasible,20,zeroshot
phi4_generalist_21_20260628_230353,phi4_generalist,phi4,llm,generalist,3,Feasible,21,zeroshot
phi4_normative_21_20260628_230353,phi4_normative,phi4,llm,normative,3,Feasible,21,zeroshot
