row_id,variant_id,base_model,source,model,barrier_id,official_label,label,iteration
llama_subject-matter_00_b5,llama_subject-matter,llama,llm,subject-matter,5,lack of pilot projects,,0.0
llama_subject-matter_00_b6,llama_subject-matter,llama,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,0.0
mistral_generalist_00_b1,mistral_generalist,mistral,llm,generalist,1,"power losses, quality and safety issues",,0.0
mistral_generalist_00_b2,mistral_generalist,mistral,llm,generalist,2,reduced reliability in DC devices,,0.0
mistral_generalist_00_b3,mistral_generalist,mistral,llm,generalist,3,lack of use-cases in which DC is advantageous,,0.0
mistral_generalist_00_b4,mistral_generalist,mistral,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,0.0
mistral_generalist_00_b5,mistral_generalist,mistral,llm,generalist,5,lack of pilot projects,,0.0
mistral_normative_00_b1,mistral_normative,mistral,llm,normative,1,"power losses, quality and safety issues",,0.0
mistral_normative_00_b2,mistral_normative,mistral,llm,normative,2,reduced reliability in DC devices,,0.0
mistral_normative_00_b4,mistral_normative,mistral,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,0.0
mistral_normative_00_b5,mistral_normative,mistral,llm,normative,5,lack of pilot projects,,0.0
mistral_normative_00_b11,mistral_normative,mistral,llm,normative,11,high costs of DC solutions,,0.0
mistral_subject-matter_00_b1,mistral_subject-matter,mistral,llm,subject-matter,1,"power losses, quality and safety issues",,0.0
mistral_subject-matter_00_b2,mistral_subject-matter,mistral,llm,subject-matter,2,reduced reliability in DC devices,,0.0
mistral_subject-matter_00_b4,mistral_subject-matter,mistral,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,0.0
mistral_subject-matter_00_b5,mistral_subject-matter,mistral,llm,subject-matter,5,lack of pilot projects,,0.0
mistral_subject-matter_00_b10,mistral_subject-matter,mistral,llm,subject-matter,10,uncertain regulatory roadmap,,0.0
phi4_generalist_01_b1,phi4_generalist,phi4,llm,generalist,1,"power losses, quality and safety issues",,1.0
phi4_generalist_01_b3,phi4_generalist,phi4,llm,generalist,3,lack of use-cases in which DC is advantageous,,1.0
phi4_generalist_01_b4,phi4_generalist,phi4,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,1.0
phi4_generalist_01_b5,phi4_generalist,phi4,llm,generalist,5,lack of pilot projects,,1.0
phi4_generalist_01_b10,phi4_generalist,phi4,llm,generalist,10,uncertain regulatory roadmap,,1.0
phi4_normative_01_b1,phi4_normative,phi4,llm,normative,1,"power losses, quality and safety issues",,1.0
phi4_normative_01_b2,phi4_normative,phi4,llm,normative,2,reduced reliability in DC devices,,1.0
phi4_normative_01_b3,phi4_normative,phi4,llm,normative,3,lack of use-cases in which DC is advantageous,,1.0
phi4_normative_01_b4,phi4_normative,phi4,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,1.0
phi4_normative_01_b5,phi4_normative,phi4,llm,normative,5,lack of pilot projects,,1.0
phi4_subject-matter_01_b1,phi4_subject-matter,phi4,llm,subject-matter,1,"power losses, quality and safety issues",,1.0
phi4_subject-matter_01_b2,phi4_subject-matter,phi4,llm,subject-matter,2,reduced reliability in DC devices,,1.0
phi4_subject-matter_01_b3,phi4_subject-matter,phi4,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,1.0
phi4_subject-matter_01_b4,phi4_subject-matter,phi4,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,1.0
phi4_subject-matter_01_b5,phi4_subject-matter,phi4,llm,subject-matter,5,lack of pilot projects,,1.0
gemma3_generalist_01_b1,gemma3_generalist,gemma3,llm,generalist,1,"power losses, quality and safety issues",,1.0
gemma3_generalist_01_b5,gemma3_generalist,gemma3,llm,generalist,5,lack of pilot projects,,1.0
gemma3_generalist_01_b6,gemma3_generalist,gemma3,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,1.0
gemma3_generalist_01_b8,gemma3_generalist,gemma3,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,1.0
gemma3_generalist_01_b11,gemma3_generalist,gemma3,llm,generalist,11,high costs of DC solutions,,1.0
gemma3_normative_01_b1,gemma3_normative,gemma3,llm,normative,1,"power losses, quality and safety issues",,1.0
gemma3_normative_01_b4,gemma3_normative,gemma3,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,1.0
gemma3_normative_01_b8,gemma3_normative,gemma3,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,1.0
gemma3_normative_01_b9,gemma3_normative,gemma3,llm,normative,9,lack of enough trained personnel in DC systems,,1.0
gemma3_normative_01_b11,gemma3_normative,gemma3,llm,normative,11,high costs of DC solutions,,1.0
gemma3_subject-matter_01_b1,gemma3_subject-matter,gemma3,llm,subject-matter,1,"power losses, quality and safety issues",,1.0
gemma3_subject-matter_01_b5,gemma3_subject-matter,gemma3,llm,subject-matter,5,lack of pilot projects,,1.0
gemma3_subject-matter_01_b6,gemma3_subject-matter,gemma3,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,1.0
gemma3_subject-matter_01_b9,gemma3_subject-matter,gemma3,llm,subject-matter,9,lack of enough trained personnel in DC systems,,1.0
gemma3_subject-matter_01_b10,gemma3_subject-matter,gemma3,llm,subject-matter,10,uncertain regulatory roadmap,,1.0
llama_generalist_01_b3,llama_generalist,llama,llm,generalist,3,lack of use-cases in which DC is advantageous,,1.0
llama_generalist_01_b4,llama_generalist,llama,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,1.0
llama_generalist_01_b7,llama_generalist,llama,llm,generalist,7,incompatibility of DC systems components,,1.0
llama_generalist_01_b8,llama_generalist,llama,llm,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,1.0
llama_generalist_01_b9,llama_generalist,llama,llm,generalist,9,lack of enough trained personnel in DC systems,,1.0
llama_normative_01_b1,llama_normative,llama,llm,normative,1,"power losses, quality and safety issues",,1.0
llama_normative_01_b2,llama_normative,llama,llm,normative,2,reduced reliability in DC devices,,1.0
llama_normative_01_b3,llama_normative,llama,llm,normative,3,lack of use-cases in which DC is advantageous,,1.0
llama_normative_01_b4,llama_normative,llama,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,1.0
llama_normative_01_b5,llama_normative,llama,llm,normative,5,lack of pilot projects,,1.0
llama_subject-matter_01_b1,llama_subject-matter,llama,llm,subject-matter,1,"power losses, quality and safety issues",,1.0
llama_subject-matter_01_b4,llama_subject-matter,llama,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,1.0
llama_subject-matter_01_b3,llama_subject-matter,llama,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,1.0
llama_subject-matter_01_b7,llama_subject-matter,llama,llm,subject-matter,7,incompatibility of DC systems components,,1.0
llama_subject-matter_01_b6,llama_subject-matter,llama,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,1.0
mistral_generalist_01_b1,mistral_generalist,mistral,llm,generalist,1,"power losses, quality and safety issues",,1.0
mistral_generalist_01_b2,mistral_generalist,mistral,llm,generalist,2,reduced reliability in DC devices,,1.0
mistral_generalist_01_b3,mistral_generalist,mistral,llm,generalist,3,lack of use-cases in which DC is advantageous,,1.0
mistral_generalist_01_b4,mistral_generalist,mistral,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,1.0
mistral_generalist_01_b5,mistral_generalist,mistral,llm,generalist,5,lack of pilot projects,,1.0
mistral_normative_01_b1,mistral_normative,mistral,llm,normative,1,"power losses, quality and safety issues",,1.0
mistral_normative_01_b2,mistral_normative,mistral,llm,normative,2,reduced reliability in DC devices,,1.0
mistral_normative_01_b4,mistral_normative,mistral,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,1.0
mistral_normative_01_b5,mistral_normative,mistral,llm,normative,5,lack of pilot projects,,1.0
mistral_normative_01_b11,mistral_normative,mistral,llm,normative,11,high costs of DC solutions,,1.0
mistral_subject-matter_01_b1,mistral_subject-matter,mistral,llm,subject-matter,1,"power losses, quality and safety issues",,1.0
mistral_subject-matter_01_b2,mistral_subject-matter,mistral,llm,subject-matter,2,reduced reliability in DC devices,,1.0
mistral_subject-matter_01_b4,mistral_subject-matter,mistral,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,1.0
mistral_subject-matter_01_b5,mistral_subject-matter,mistral,llm,subject-matter,5,lack of pilot projects,,1.0
mistral_subject-matter_01_b7,mistral_subject-matter,mistral,llm,subject-matter,7,incompatibility of DC systems components,,1.0
phi4_generalist_02_b1,phi4_generalist,phi4,llm,generalist,1,"power losses, quality and safety issues",,2.0
phi4_generalist_02_b3,phi4_generalist,phi4,llm,generalist,3,lack of use-cases in which DC is advantageous,,2.0
phi4_generalist_02_b4,phi4_generalist,phi4,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,2.0
phi4_generalist_02_b5,phi4_generalist,phi4,llm,generalist,5,lack of pilot projects,,2.0
phi4_generalist_02_b10,phi4_generalist,phi4,llm,generalist,10,uncertain regulatory roadmap,,2.0
phi4_normative_02_b1,phi4_normative,phi4,llm,normative,1,"power losses, quality and safety issues",,2.0
phi4_normative_02_b4,phi4_normative,phi4,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,2.0
phi4_normative_02_b6,phi4_normative,phi4,llm,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,,2.0
phi4_normative_02_b8,phi4_normative,phi4,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,2.0
phi4_normative_02_b10,phi4_normative,phi4,llm,normative,10,uncertain regulatory roadmap,,2.0
phi4_subject-matter_02_b1,phi4_subject-matter,phi4,llm,subject-matter,1,"power losses, quality and safety issues",,2.0
phi4_subject-matter_02_b4,phi4_subject-matter,phi4,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,2.0
phi4_subject-matter_02_b5,phi4_subject-matter,phi4,llm,subject-matter,5,lack of pilot projects,,2.0
phi4_subject-matter_02_b9,phi4_subject-matter,phi4,llm,subject-matter,9,lack of enough trained personnel in DC systems,,2.0
phi4_subject-matter_02_b10,phi4_subject-matter,phi4,llm,subject-matter,10,uncertain regulatory roadmap,,2.0
gemma3_generalist_02_b1,gemma3_generalist,gemma3,llm,generalist,1,"power losses, quality and safety issues",,2.0
gemma3_generalist_02_b5,gemma3_generalist,gemma3,llm,generalist,5,lack of pilot projects,,2.0
gemma3_generalist_02_b6,gemma3_generalist,gemma3,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,2.0
gemma3_generalist_02_b9,gemma3_generalist,gemma3,llm,generalist,9,lack of enough trained personnel in DC systems,,2.0
gemma3_generalist_02_b11,gemma3_generalist,gemma3,llm,generalist,11,high costs of DC solutions,,2.0
gemma3_normative_02_b1,gemma3_normative,gemma3,llm,normative,1,"power losses, quality and safety issues",,2.0
gemma3_normative_02_b4,gemma3_normative,gemma3,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,2.0
gemma3_normative_02_b8,gemma3_normative,gemma3,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,2.0
gemma3_normative_02_b9,gemma3_normative,gemma3,llm,normative,9,lack of enough trained personnel in DC systems,,2.0
gemma3_normative_02_b11,gemma3_normative,gemma3,llm,normative,11,high costs of DC solutions,,2.0
gemma3_subject-matter_02_b1,gemma3_subject-matter,gemma3,llm,subject-matter,1,"power losses, quality and safety issues",,2.0
gemma3_subject-matter_02_b4,gemma3_subject-matter,gemma3,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,2.0
gemma3_subject-matter_02_b8,gemma3_subject-matter,gemma3,llm,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,2.0
gemma3_subject-matter_02_b9,gemma3_subject-matter,gemma3,llm,subject-matter,9,lack of enough trained personnel in DC systems,,2.0
gemma3_subject-matter_02_b11,gemma3_subject-matter,gemma3,llm,subject-matter,11,high costs of DC solutions,,2.0
llama_generalist_02_b1,llama_generalist,llama,llm,generalist,1,"power losses, quality and safety issues",,2.0
llama_generalist_02_b3,llama_generalist,llama,llm,generalist,3,lack of use-cases in which DC is advantageous,,2.0
llama_generalist_02_b4,llama_generalist,llama,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,2.0
llama_generalist_02_b5,llama_generalist,llama,llm,generalist,5,lack of pilot projects,,2.0
llama_generalist_02_b6,llama_generalist,llama,llm,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,,2.0
llama_normative_02_b1,llama_normative,llama,llm,normative,1,"power losses, quality and safety issues",,2.0
llama_normative_02_b4,llama_normative,llama,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,2.0
llama_normative_02_b3,llama_normative,llama,llm,normative,3,lack of use-cases in which DC is advantageous,,2.0
llama_normative_02_b6,llama_normative,llama,llm,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,,2.0
llama_normative_02_b7,llama_normative,llama,llm,normative,7,incompatibility of DC systems components,,2.0
llama_subject-matter_02_b1,llama_subject-matter,llama,llm,subject-matter,1,"power losses, quality and safety issues",,2.0
llama_subject-matter_02_b4,llama_subject-matter,llama,llm,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,2.0
llama_subject-matter_02_b3,llama_subject-matter,llama,llm,subject-matter,3,lack of use-cases in which DC is advantageous,,2.0
llama_subject-matter_02_b6,llama_subject-matter,llama,llm,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,,2.0
llama_subject-matter_02_b7,llama_subject-matter,llama,llm,subject-matter,7,incompatibility of DC systems components,,2.0
mistral_generalist_02_b1,mistral_generalist,mistral,llm,generalist,1,"power losses, quality and safety issues",,2.0
mistral_generalist_02_b4,mistral_generalist,mistral,llm,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,2.0
mistral_generalist_02_b5,mistral_generalist,mistral,llm,generalist,5,lack of pilot projects,,2.0
mistral_generalist_02_b7,mistral_generalist,mistral,llm,generalist,7,incompatibility of DC systems components,,2.0
mistral_generalist_02_b11,mistral_generalist,mistral,llm,generalist,11,high costs of DC solutions,,2.0
mistral_normative_02_b1,mistral_normative,mistral,llm,normative,1,"power losses, quality and safety issues",,2.0
mistral_normative_02_b4,mistral_normative,mistral,llm,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",,2.0
mistral_normative_02_b5,mistral_normative,mistral,llm,normative,5,lack of pilot projects,,2.0
mistral_normative_02_b8,mistral_normative,mistral,llm,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,,2.0
mistral_normative_02_b10,mistral_normative,mistral,llm,normative,10,uncertain regulatory roadmap,,2.0
mistral_subject-matter_02_b1,mistral_subject-matter,mistral,llm,subject-matter,1,"power losses, quality and safety issues",,2.0
