row_id,source,base_model,variant_id,model,dc_solution,rating,label,condition,iteration,timestamp
phi4_normative2_09_20250802_111129,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,9.0,20250802_111129
phi4_subject_matter_09_20250802_111129,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,9.0,20250802_111129
phi4_subject_matter2_09_20250802_111129,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,9.0,20250802_111129
phi4_generalist_10_20250802_111242,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,10.0,20250802_111242
phi4_generalist2_10_20250802_111242,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,10.0,20250802_111242
phi4_normative_10_20250802_111242,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,10.0,20250802_111242
phi4_normative2_10_20250802_111242,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,10.0,20250802_111242
phi4_subject_matter_10_20250802_111242,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,10.0,20250802_111242
phi4_subject_matter2_10_20250802_111242,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,10.0,20250802_111242
phi4_generalist_11_20250802_112047,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,11.0,20250802_112047
phi4_generalist2_11_20250802_112047,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,11.0,20250802_112047
phi4_normative_11_20250802_112047,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,11.0,20250802_112047
phi4_normative2_11_20250802_112047,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,11.0,20250802_112047
phi4_subject_matter_11_20250802_112047,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,11.0,20250802_112047
phi4_subject_matter2_11_20250802_112047,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,11.0,20250802_112047
phi4_generalist_12_20250802_112444,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,12.0,20250802_112444
phi4_generalist2_12_20250802_112444,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,12.0,20250802_112444
phi4_normative_12_20250802_112444,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,12.0,20250802_112444
phi4_normative2_12_20250802_112444,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,12.0,20250802_112444
phi4_subject_matter_12_20250802_112444,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,12.0,20250802_112444
phi4_subject_matter2_12_20250802_112444,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,12.0,20250802_112444
phi4_generalist_13_20250802_113130,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,13.0,20250802_113130
phi4_generalist2_13_20250802_113130,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,13.0,20250802_113130
phi4_normative_13_20250802_113130,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,13.0,20250802_113130
phi4_normative2_13_20250802_113130,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,13.0,20250802_113130
phi4_subject_matter_13_20250802_113130,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,13.0,20250802_113130
phi4_subject_matter2_13_20250802_113130,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,13.0,20250802_113130
phi4_generalist_14_20250802_114340,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,14.0,20250802_114340
phi4_generalist2_14_20250802_114340,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,14.0,20250802_114340
phi4_normative_14_20250802_114340,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,14.0,20250802_114340
phi4_normative2_14_20250802_114340,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,14.0,20250802_114340
phi4_subject_matter_14_20250802_114340,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,14.0,20250802_114340
phi4_subject_matter2_14_20250802_114340,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,14.0,20250802_114340
phi4_generalist_15_20250802_122655,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,15.0,20250802_122655
phi4_generalist2_15_20250802_122655,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,15.0,20250802_122655
phi4_normative_15_20250802_122655,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,15.0,20250802_122655
phi4_normative2_15_20250802_122655,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,15.0,20250802_122655
phi4_subject_matter_15_20250802_122655,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,15.0,20250802_122655
phi4_subject_matter2_15_20250802_122655,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,15.0,20250802_122655
phi4_generalist_16_20250802_123647,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,16.0,20250802_123647
phi4_generalist2_16_20250802_123647,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,16.0,20250802_123647
phi4_normative_16_20250802_123647,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,16.0,20250802_123647
phi4_normative2_16_20250802_123647,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,16.0,20250802_123647
phi4_subject_matter_16_20250802_123647,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,16.0,20250802_123647
phi4_subject_matter2_16_20250802_123647,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,16.0,20250802_123647
phi4_generalist_17_20250802_125518,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,17.0,20250802_125518
phi4_generalist2_17_20250802_125518,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,17.0,20250802_125518
phi4_normative_17_20250802_125518,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,17.0,20250802_125518
phi4_normative2_17_20250802_125518,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,17.0,20250802_125518
phi4_subject_matter_17_20250802_125518,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,17.0,20250802_125518
phi4_subject_matter2_17_20250802_125518,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,17.0,20250802_125518
phi4_generalist_18_20250802_130443,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,18.0,20250802_130443
phi4_generalist2_18_20250802_130443,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,18.0,20250802_130443
phi4_normative_18_20250802_130443,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,18.0,20250802_130443
phi4_normative2_18_20250802_130443,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,18.0,20250802_130443
phi4_subject_matter_18_20250802_130443,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,18.0,20250802_130443
phi4_subject_matter2_18_20250802_130443,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,18.0,20250802_130443
phi4_generalist_19_20250802_130724,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,19.0,20250802_130724
phi4_generalist2_19_20250802_130724,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,19.0,20250802_130724
phi4_normative_19_20250802_130724,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,19.0,20250802_130724
phi4_normative2_19_20250802_130724,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,19.0,20250802_130724
phi4_subject_matter_19_20250802_130724,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,19.0,20250802_130724
phi4_subject_matter2_19_20250802_130724,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,19.0,20250802_130724
phi4_generalist_20_20250802_131012,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,20.0,20250802_131012
phi4_generalist2_20_20250802_131012,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,20.0,20250802_131012
phi4_normative_20_20250802_131012,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,20.0,20250802_131012
phi4_normative2_20_20250802_131012,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,20.0,20250802_131012
phi4_subject_matter_20_20250802_131012,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,20.0,20250802_131012
phi4_subject_matter2_20_20250802_131012,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,20.0,20250802_131012
phi4_generalist_21_20250802_131229,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,21.0,20250802_131229
phi4_generalist2_21_20250802_131229,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,21.0,20250802_131229
phi4_normative_21_20250802_131229,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,21.0,20250802_131229
phi4_normative2_21_20250802_131229,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,21.0,20250802_131229
phi4_subject_matter_21_20250802_131229,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,21.0,20250802_131229
phi4_subject_matter2_21_20250802_131229,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,21.0,20250802_131229
phi4_generalist_22_20250802_131353,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,22.0,20250802_131353
phi4_generalist2_22_20250802_131353,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,22.0,20250802_131353
phi4_normative_22_20250802_131353,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,22.0,20250802_131353
phi4_normative2_22_20250802_131353,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,22.0,20250802_131353
phi4_subject_matter_22_20250802_131353,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,22.0,20250802_131353
phi4_subject_matter2_22_20250802_131353,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,22.0,20250802_131353
phi4_generalist_23_20250802_131733,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,23.0,20250802_131733
phi4_generalist2_23_20250802_131733,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,23.0,20250802_131733
phi4_normative_23_20250802_131733,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,23.0,20250802_131733
phi4_normative2_23_20250802_131733,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,23.0,20250802_131733
phi4_subject_matter_23_20250802_131733,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,23.0,20250802_131733
phi4_subject_matter2_23_20250802_131733,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,23.0,20250802_131733
phi4_generalist_24_20250802_131852,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,24.0,20250802_131852
phi4_generalist2_24_20250802_131852,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,24.0,20250802_131852
phi4_normative_24_20250802_131852,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,24.0,20250802_131852
phi4_normative2_24_20250802_131852,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,24.0,20250802_131852
phi4_subject_matter_24_20250802_131852,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,24.0,20250802_131852
phi4_subject_matter2_24_20250802_131852,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,24.0,20250802_131852
phi4_generalist_25_20250802_132018,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,25.0,20250802_132018
phi4_generalist2_25_20250802_132018,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,25.0,20250802_132018
phi4_normative_25_20250802_132018,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,25.0,20250802_132018
phi4_normative2_25_20250802_132018,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,25.0,20250802_132018
phi4_subject_matter_25_20250802_132018,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,25.0,20250802_132018
phi4_subject_matter2_25_20250802_132018,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,25.0,20250802_132018
phi4_generalist_26_20250802_132236,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,26.0,20250802_132236
phi4_generalist2_26_20250802_132236,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,26.0,20250802_132236
phi4_normative_26_20250802_132236,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,26.0,20250802_132236
phi4_normative2_26_20250802_132236,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,26.0,20250802_132236
phi4_subject_matter_26_20250802_132236,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,26.0,20250802_132236
phi4_subject_matter2_26_20250802_132236,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,26.0,20250802_132236
phi4_generalist_27_20250802_132352,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,27.0,20250802_132352
phi4_generalist2_27_20250802_132352,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,27.0,20250802_132352
phi4_normative_27_20250802_132352,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,27.0,20250802_132352
phi4_normative2_27_20250802_132352,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,27.0,20250802_132352
phi4_subject_matter_27_20250802_132352,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,27.0,20250802_132352
phi4_subject_matter2_27_20250802_132352,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,27.0,20250802_132352
phi4_generalist_28_20250802_132822,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,28.0,20250802_132822
phi4_generalist2_28_20250802_132822,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,28.0,20250802_132822
phi4_normative_28_20250802_132822,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,28.0,20250802_132822
phi4_normative2_28_20250802_132822,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,28.0,20250802_132822
phi4_subject_matter_28_20250802_132822,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,28.0,20250802_132822
phi4_subject_matter2_28_20250802_132822,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,28.0,20250802_132822
phi4_generalist_29_20250802_133047,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,29.0,20250802_133047
phi4_generalist2_29_20250802_133047,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,29.0,20250802_133047
phi4_normative_29_20250802_133047,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,29.0,20250802_133047
phi4_normative2_29_20250802_133047,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,29.0,20250802_133047
phi4_subject_matter_29_20250802_133047,llm,phi4,phi4_subject_matter,subject_matter,Smart and sustainable DC cables,4,Very important,CONTEXT,29.0,20250802_133047
phi4_subject_matter2_29_20250802_133047,llm,phi4,phi4_subject_matter2,subject_matter2,Smart and sustainable DC cables,4,Very important,CONTEXT,29.0,20250802_133047
phi4_generalist_30_20250802_134156,llm,phi4,phi4_generalist,generalist,Smart and sustainable DC cables,4,Very important,CONTEXT,30.0,20250802_134156
phi4_generalist2_30_20250802_134156,llm,phi4,phi4_generalist2,generalist2,Smart and sustainable DC cables,4,Very important,CONTEXT,30.0,20250802_134156
phi4_normative_30_20250802_134156,llm,phi4,phi4_normative,normative,Smart and sustainable DC cables,4,Very important,CONTEXT,30.0,20250802_134156
phi4_normative2_30_20250802_134156,llm,phi4,phi4_normative2,normative2,Smart and sustainable DC cables,4,Very important,CONTEXT,30.0,20250802_134156
